order_id,date_id,customer_id,product_id,fulfillment_id,promotion_id,status_id,courier_status_id,quantity,amount,currency,B2B,fulfilled-by
171-4644162-9093116,1,136,153,1,5,2,2,1,399.0,INR,False,Easy Ship
407-0542879-1795554,1,140,8,1,12,2,2,1,399.0,INR,False,Easy Ship
405-2660443-4165145,1,144,50,1,12,2,2,1,399.0,INR,False,Easy Ship
407-4097885-3129958,1,149,166,1,17,2,2,1,387.0,INR,False,Easy Ship
171-1224053-5752314,1,150,167,1,1,1,1,0,463.81,INR,False,Easy Ship
405-0732969-3941948,1,156,173,1,4,2,2,1,583.0,INR,False,Easy Ship
404-6680046-0839536,1,164,182,1,19,2,2,1,744.0,INR,False,Easy Ship
407-7173744-5333154,1,16,188,1,20,2,2,1,497.0,INR,False,Easy Ship
408-4547464-4180323,1,176,194,1,21,2,2,1,0.0,INR,False,Easy Ship
171-4350114-4299568,1,180,198,1,17,2,2,1,399.0,INR,False,Easy Ship
407-4737202-9096304,1,187,205,1,4,2,2,1,725.0,INR,False,Easy Ship
407-4936046-5852304,1,189,207,1,1,1,1,0,1249.11,INR,False,Easy Ship
407-4936046-5852304,1,189,208,1,1,1,1,0,1058.93,INR,False,Easy Ship
406-2403215-8361103,1,192,214,1,22,2,2,1,999.0,INR,False,Easy Ship
404-6578109-5618751,1,193,215,1,4,2,2,1,295.0,INR,False,Easy Ship
403-5977671-8855508,1,200,122,1,7,4,2,1,1115.0,INR,False,Easy Ship
404-0696150-3898703,1,202,221,1,20,2,2,1,499.0,INR,False,Easy Ship
406-7586136-6520337,1,203,222,1,10,2,2,1,791.0,INR,False,Easy Ship
402-2703790-2816329,1,204,226,1,1,1,1,0,1278.57,INR,False,Easy Ship
405-9144614-1601126,1,206,228,1,23,2,2,1,533.0,INR,False,Easy Ship
171-4607096-6413920,1,211,236,1,22,2,2,1,563.0,INR,False,Easy Ship
404-6975277-1927553,1,213,19,1,6,2,2,1,458.0,INR,False,Easy Ship
171-1584788-8864335,1,102,239,1,15,2,2,1,1099.0,INR,False,Easy Ship
407-5600921-2143569,1,218,243,1,1,1,1,0,995.54,INR,False,Easy Ship
408-4101226-7217932,1,30,225,1,20,2,2,1,459.0,INR,False,Easy Ship
402-4774686-7773937,1,234,256,1,24,2,2,1,339.0,INR,False,Easy Ship
406-6386989-1689108,1,235,258,1,4,2,2,1,888.0,INR,False,Easy Ship
408-6428766-2839536,1,236,260,1,25,2,2,1,487.0,INR,False,Easy Ship
406-6586654-6641140,1,242,267,1,26,2,2,1,487.0,INR,False,Easy Ship
407-2882576-2777135,1,245,33,1,27,2,2,1,1233.0,INR,False,Easy Ship
403-2256919-4846738,1,246,272,1,6,2,2,1,825.0,INR,False,Easy Ship
402-4646784-8411501,1,248,276,1,5,2,2,1,471.0,INR,False,Easy Ship
405-2788163-4515521,1,249,277,1,10,2,2,1,342.0,INR,False,Easy Ship
407-5096970-7475550,1,256,285,1,1,1,1,0,1902.86,INR,False,Easy Ship
402-5302912-6805151,1,257,205,1,7,2,2,1,725.0,INR,False,Easy Ship
407-9707366-3029944,1,16,188,1,1,1,1,0,473.33,INR,False,Easy Ship
408-5540360-9479519,1,258,287,1,28,2,2,1,759.0,INR,False,Easy Ship
407-8580022-5578715,1,266,182,1,29,2,2,1,744.0,INR,False,Easy Ship
408-7712483-3825907,1,268,294,1,9,2,2,1,459.0,INR,False,Easy Ship
402-3660716-8589107,1,277,276,1,25,2,2,1,471.0,INR,False,Easy Ship
406-9941718-1734719,1,280,305,1,6,2,2,1,544.0,INR,False,Easy Ship
408-5020509-5674715,1,291,205,1,21,4,2,1,0.0,INR,False,Easy Ship
407-7642883-3094732,1,292,315,1,4,2,2,1,885.0,INR,False,Easy Ship
405-9442254-2207515,1,295,16,1,9,2,2,1,505.0,INR,False,Easy Ship
404-6026001-1717923,1,296,319,1,1,1,1,0,344.76,INR,False,Easy Ship
406-4970885-3273941,1,298,321,1,6,2,2,1,666.0,INR,False,Easy Ship
406-2942566-8263534,1,299,8,1,5,2,2,1,399.0,INR,False,Easy Ship
406-7501816-7391539,1,300,322,1,13,2,2,1,432.0,INR,False,Easy Ship
408-7971979-8745937,1,304,325,1,21,2,2,1,0.0,INR,False,Easy Ship
404-5848202-7366725,1,311,334,1,1,1,1,0,734.29,INR,False,Easy Ship
406-3702147-1800341,1,319,338,1,27,2,2,1,725.0,INR,False,Easy Ship
404-5867260-9073129,1,320,339,1,1,1,1,0,437.14,INR,False,Easy Ship
402-0251823-0845133,1,324,344,1,5,2,2,1,353.0,INR,False,Easy Ship
407-3562449-1962729,1,332,348,1,30,2,2,1,568.0,INR,False,Easy Ship
407-7607527-1189964,1,332,348,1,31,5,2,1,568.0,INR,False,Easy Ship
171-4643830-2345965,1,102,353,1,1,1,1,0,570.48,INR,False,Easy Ship
404-1051549-5381167,1,337,50,1,14,2,2,1,399.0,INR,False,Easy Ship
408-6732772-4525113,1,339,356,1,21,2,2,1,0.0,INR,False,Easy Ship
171-7068385-2777168,1,340,357,1,4,2,2,1,631.0,INR,False,Easy Ship
408-5824761-8505932,1,346,364,1,7,2,2,1,399.0,INR,False,Easy Ship
408-0266080-9401113,1,358,374,1,7,4,2,1,599.0,INR,False,Easy Ship
404-6096382-3389133,1,359,375,1,32,2,2,1,329.0,INR,False,Easy Ship
404-6734371-2217151,1,365,379,1,7,2,2,1,549.0,INR,False,Easy Ship
408-6497115-2636366,1,368,381,1,16,2,2,1,599.0,INR,False,Easy Ship
171-7904830-1900363,1,134,383,1,6,2,2,1,533.0,INR,False,Easy Ship
406-0361691-7797129,1,376,387,1,33,2,2,1,362.0,INR,False,Easy Ship
405-2266530-9531500,1,379,389,1,4,2,2,1,563.0,INR,False,Easy Ship
405-5489495-6651552,1,388,399,1,4,2,2,1,549.0,INR,False,Easy Ship
402-1721558-6618710,1,391,402,1,1,1,1,0,570.48,INR,False,Easy Ship
406-2138801-8731538,1,392,403,1,34,2,2,1,319.0,INR,False,Easy Ship
405-5365766-8023559,1,53,201,1,15,2,2,1,463.0,INR,False,Easy Ship
403-3362230-0094739,1,406,276,1,6,2,2,1,471.0,INR,False,Easy Ship
408-5823964-2421167,1,411,351,1,1,1,1,0,386.67,INR,False,Easy Ship
408-2752424-0976355,1,81,415,1,1,1,1,0,452.38,INR,False,Easy Ship
402-3889665-2309117,1,418,422,1,25,2,2,1,625.0,INR,False,Easy Ship
405-2826187-6916328,1,196,426,1,33,2,2,1,518.0,INR,False,Easy Ship
402-1220435-6391519,1,430,434,1,6,2,2,1,364.0,INR,False,Easy Ship
402-5917367-0340362,1,438,439,1,35,2,2,1,825.0,INR,False,Easy Ship
403-6658095-6765934,1,442,442,1,4,2,2,1,568.0,INR,False,Easy Ship
407-8925293-2306747,1,452,450,1,25,2,2,1,1099.0,INR,False,Easy Ship
404-2222453-6739538,1,465,460,1,15,2,2,1,696.0,INR,False,Easy Ship
402-9211704-8331565,1,468,461,1,37,2,2,1,499.0,INR,False,Easy Ship
403-3917470-4280308,1,470,463,1,7,2,2,1,487.0,INR,False,Easy Ship
403-3917470-4280308,1,470,464,1,7,2,2,1,363.0,INR,False,Easy Ship
404-1435490-1121140,1,365,468,1,7,2,2,1,562.0,INR,False,Easy Ship
406-7722012-4093964,1,479,474,1,38,2,2,1,1249.0,INR,False,Easy Ship
402-8123545-4535558,1,490,485,1,1,1,1,0,358.1,INR,False,Easy Ship
405-9201316-2870743,1,496,488,1,39,2,2,1,518.0,INR,True,Easy Ship
408-7966317-7457928,1,36,287,1,40,2,2,1,759.0,INR,False,Easy Ship
171-5702903-4981901,1,183,489,1,41,2,2,1,888.0,INR,False,Easy Ship
405-3523941-5355524,1,290,491,1,42,2,2,1,487.0,INR,False,Easy Ship
405-3523941-5355524,1,290,172,1,42,2,2,1,597.0,INR,False,Easy Ship
403-5082537-8368348,1,500,492,1,43,2,2,1,363.0,INR,False,Easy Ship
171-5594281-0212357,1,506,498,1,44,2,2,1,788.0,INR,False,Easy Ship
405-5933927-3375545,1,189,208,1,1,1,1,0,1058.93,INR,False,Easy Ship
405-5933927-3375545,1,189,207,1,1,1,1,0,1249.11,INR,False,Easy Ship
405-2872303-9941933,1,174,499,1,1,1,1,0,700.96,INR,False,Easy Ship
407-2944929-6438702,1,487,501,1,45,2,2,1,662.0,INR,False,Easy Ship
171-2754000-1881907,1,512,504,1,46,2,2,1,316.0,INR,False,Easy Ship
408-9898972-5365901,1,519,509,1,47,2,2,1,1099.0,INR,False,Easy Ship
405-7732656-4733913,1,521,511,1,44,2,2,1,362.0,INR,False,Easy Ship
405-7732656-4733913,1,521,512,1,44,2,2,1,342.0,INR,False,Easy Ship
405-7732656-4733913,1,521,513,1,44,2,2,1,363.0,INR,False,Easy Ship
408-3810333-4165930,1,36,520,1,48,2,2,1,329.0,INR,False,Easy Ship
407-8176931-5052349,1,525,523,1,1,1,1,0,280.95,INR,False,Easy Ship
402-6454286-3321909,1,534,8,1,49,2,2,1,399.0,INR,False,Easy Ship
408-4193711-8156307,1,536,528,1,21,2,2,1,0.0,INR,False,Easy Ship
404-5546156-4947565,1,537,276,1,49,2,2,1,471.0,INR,False,Easy Ship
408-0902233-8069950,1,173,529,1,21,4,2,1,0.0,INR,False,Easy Ship
402-0069978-7444377,1,368,8,1,50,2,2,1,399.0,INR,False,Easy Ship
407-6825420-7253915,1,543,488,1,1,1,1,0,493.33,INR,False,Easy Ship
405-3921640-0927553,1,545,37,1,51,2,2,1,666.0,INR,False,Easy Ship
171-0211853-1251554,1,554,539,1,52,2,2,1,1173.0,INR,False,Easy Ship
404-3699924-2837921,1,555,225,1,53,2,2,1,459.0,INR,False,Easy Ship
403-8306900-1833930,1,560,541,1,45,2,2,1,692.0,INR,False,Easy Ship
403-1632972-2861963,1,561,542,1,46,2,2,1,363.0,INR,False,Easy Ship
406-3236326-4964331,1,566,544,1,54,2,2,1,666.0,INR,False,Easy Ship
402-7682157-9147503,1,69,95,1,55,2,2,1,696.0,INR,False,Easy Ship
408-8569813-9288333,1,568,547,1,56,2,2,1,1199.0,INR,False,Easy Ship
402-1704468-7240327,1,570,549,1,46,2,2,1,568.0,INR,False,Easy Ship
403-9752008-2541919,1,575,552,1,1,1,1,0,469.52,INR,False,Easy Ship
408-5238024-3207538,1,576,554,1,44,2,2,1,680.0,INR,False,Easy Ship
407-0828621-5564309,1,74,199,1,52,2,2,1,399.0,INR,False,Easy Ship
405-3441275-4039543,1,580,338,1,44,2,2,1,725.0,INR,False,Easy Ship
405-3441275-4039543,1,580,523,1,44,2,2,1,295.0,INR,False,Easy Ship
402-4804971-8591532,1,590,563,1,42,2,2,1,499.0,INR,False,Easy Ship
402-4804971-8591532,1,590,564,1,42,2,2,1,518.0,INR,False,Easy Ship
405-6836135-6312327,1,596,569,1,44,2,2,1,413.0,INR,False,Easy Ship
403-9835374-1565102,1,598,570,1,52,2,2,1,1186.0,INR,False,Easy Ship
403-6616419-0658741,1,599,541,1,1,1,1,0,659.05,INR,False,Easy Ship
406-8536478-4581952,1,605,579,1,44,4,2,1,518.0,INR,False,Easy Ship
408-9408562-5254749,1,609,584,1,57,2,2,1,1099.0,INR,False,Easy Ship
171-3255381-0489121,1,351,586,1,58,2,2,1,534.0,INR,False,Easy Ship
408-4584840-2787538,1,611,584,1,1,1,1,0,981.25,INR,False,Easy Ship
408-2491878-4865146,1,609,584,1,1,1,1,0,981.25,INR,False,Easy Ship
407-6114533-2816312,1,623,592,1,60,2,2,1,280.0,INR,True,Easy Ship
404-6763777-8680366,1,625,595,1,61,2,2,1,475.0,INR,False,Easy Ship
407-3644990-7729144,1,644,606,1,62,2,2,1,744.0,INR,False,Easy Ship
406-7221225-8921144,1,648,400,1,48,2,2,1,626.0,INR,False,Easy Ship
171-2789156-5817163,1,659,620,1,61,2,2,1,449.0,INR,False,Easy Ship
408-9259634-7565152,1,661,621,1,63,2,2,1,391.0,INR,False,Easy Ship
171-2120512-6643534,1,372,8,1,64,2,2,1,399.0,INR,False,Easy Ship
402-6159360-3192305,1,662,622,1,44,2,2,1,249.0,INR,False,Easy Ship
406-4919920-0965963,1,663,623,1,51,2,2,1,1099.0,INR,False,Easy Ship
404-3628070-0647500,1,667,626,1,1,1,1,0,399.05,INR,False,Easy Ship
404-3628070-0647500,1,667,627,1,1,1,1,0,463.81,INR,False,Easy Ship
404-4599488-8213952,1,150,631,1,58,2,2,1,474.0,INR,False,Easy Ship
171-5599779-6322751,1,657,541,1,1,1,1,0,659.05,INR,False,Easy Ship
171-2550230-3805124,1,675,633,1,42,2,2,1,413.0,INR,False,Easy Ship
402-5852450-2129941,1,251,634,1,65,2,2,1,495.0,INR,False,Easy Ship
405-3054995-4312360,1,676,635,1,66,2,2,1,459.0,INR,False,Easy Ship
406-1981446-7471514,1,677,83,1,44,2,2,1,1238.0,INR,False,Easy Ship
408-8489677-5577933,1,679,202,1,21,2,2,1,0.0,INR,False,Easy Ship
402-5550488-9916304,1,680,639,1,1,1,1,0,280.95,INR,False,Easy Ship
402-3270101-7657904,1,685,642,1,1,1,1,0,452.38,INR,False,Easy Ship
402-7078622-5609155,1,686,643,1,47,2,2,1,1432.0,INR,False,Easy Ship
408-7206307-2384358,1,687,338,1,45,2,2,1,725.0,INR,False,Easy Ship
402-6638943-7023558,1,16,650,1,40,4,2,1,613.0,INR,False,Easy Ship
402-7081372-1053905,1,697,652,1,67,2,2,1,499.0,INR,False,Easy Ship
402-7081372-1053905,1,697,653,1,67,2,2,1,499.0,INR,False,Easy Ship
403-8342497-0727510,1,134,657,1,56,2,2,1,783.0,INR,False,Easy Ship
407-3205298-5473103,1,700,658,1,51,2,2,1,653.0,INR,False,Easy Ship
408-2548158-8811519,1,702,659,1,21,2,2,1,0.0,INR,False,Easy Ship
402-2375582-5673132,1,577,570,1,47,2,2,1,1186.0,INR,False,Easy Ship
402-7355260-1275513,1,703,660,1,51,2,2,1,362.0,INR,False,Easy Ship
408-0027611-3047556,1,707,663,1,52,2,2,1,1186.0,INR,False,Easy Ship
408-0027611-3047556,1,707,664,1,52,2,2,1,1213.0,INR,False,Easy Ship
408-0027611-3047556,1,707,665,1,52,2,2,1,922.0,INR,False,Easy Ship
407-6157661-5199512,1,710,666,1,1,1,1,0,951.43,INR,False,Easy Ship
402-9657774-4318743,1,25,669,1,68,2,2,1,685.0,INR,False,Easy Ship
406-3669070-7817938,1,714,132,1,40,2,2,1,788.0,INR,False,Easy Ship
406-3330230-6797916,1,523,674,1,50,2,2,1,791.0,INR,False,Easy Ship
404-9035115-5697167,1,719,679,1,44,2,2,1,696.0,INR,False,Easy Ship
403-1239945-5591548,1,723,669,1,40,2,2,1,685.0,INR,False,Easy Ship
171-2558577-3963545,1,729,686,1,69,2,2,1,517.0,INR,False,Easy Ship
403-2828148-2903504,1,177,687,1,65,2,2,1,1092.0,INR,False,Easy Ship
403-5843515-0197907,1,732,75,1,47,2,2,1,329.0,INR,False,Easy Ship
407-3146769-0090716,1,735,287,1,1,1,1,0,722.86,INR,False,Easy Ship
406-5601546-3935561,1,741,697,1,44,4,2,1,699.0,INR,False,Easy Ship
407-6225862-7010732,1,744,699,1,1,1,1,0,437.14,INR,False,Easy Ship
171-4531834-4554765,1,749,705,1,44,2,2,1,635.0,INR,False,Easy Ship
402-7869356-9551565,1,157,548,1,65,2,2,1,487.0,INR,False,Easy Ship
407-7918584-3321167,1,761,715,1,44,2,2,1,582.0,INR,False,Easy Ship
406-0956140-0012349,1,764,718,1,44,2,2,1,517.0,INR,False,Easy Ship
408-3011835-7100318,1,767,722,1,21,2,2,1,0.0,INR,False,Easy Ship
405-7844536-8046762,1,768,723,1,70,2,2,1,493.0,INR,False,Easy Ship
406-0691895-0471503,1,770,364,1,51,2,2,1,399.0,INR,False,Easy Ship
405-1355264-6557110,1,771,412,1,40,2,2,1,1221.0,INR,False,Easy Ship
408-8369778-8012338,1,786,732,1,71,2,2,1,280.0,INR,False,Easy Ship
171-4772311-4657103,1,371,287,1,1,1,1,0,722.86,INR,False,Easy Ship
404-6334429-8355529,1,507,734,1,51,2,2,1,1115.0,INR,False,Easy Ship
404-2417347-9633938,1,796,741,1,72,2,2,1,499.0,INR,False,Easy Ship
407-1450322-3656343,1,801,19,1,49,2,2,1,458.0,INR,False,Easy Ship
403-5897087-6057916,1,803,520,1,49,2,2,1,329.0,INR,False,Easy Ship
407-9068980-0519517,1,189,744,1,1,1,1,0,491.43,INR,False,Easy Ship
403-6574556-1329104,1,805,745,1,44,2,2,1,399.0,INR,False,Easy Ship
403-6907642-9162700,1,577,287,1,40,2,2,1,759.0,INR,False,Easy Ship
406-9093405-4105951,1,184,747,1,73,2,2,1,613.0,INR,False,Easy Ship
408-8453136-4220333,1,786,752,1,1,1,1,0,300.95,INR,False,Easy Ship
408-8453136-4220333,1,786,732,1,1,1,1,0,266.67,INR,False,Easy Ship
403-7790316-3965142,1,814,756,1,65,2,2,1,432.0,INR,False,Easy Ship
171-8197669-4514719,1,816,758,1,56,2,2,1,566.0,INR,False,Easy Ship
171-8197669-4514719,1,816,759,1,56,2,2,1,885.0,INR,False,Easy Ship
404-2251624-2563520,1,817,761,1,44,2,2,1,888.0,INR,False,Easy Ship
402-4809412-0843557,1,202,381,1,51,2,2,1,599.0,INR,False,Easy Ship
405-0010015-4883533,1,818,762,1,58,2,2,1,833.0,INR,False,Easy Ship
407-0481881-2040338,1,823,766,1,74,2,2,1,375.0,INR,False,Easy Ship
407-8491386-7513905,1,825,406,1,75,2,2,1,549.0,INR,False,Easy Ship
402-2340256-8452344,1,826,338,1,76,2,2,1,771.0,INR,False,Easy Ship
405-3573479-2335568,1,828,287,1,44,2,2,1,759.0,INR,False,Easy Ship
407-6622658-9113933,1,829,773,1,51,2,2,1,1199.0,INR,False,Easy Ship
408-5393823-3123507,1,836,777,1,21,2,2,1,0.0,INR,False,Easy Ship
404-6841683-9125139,1,842,759,1,77,2,2,1,885.0,INR,False,Easy Ship
171-5977193-3394716,1,845,752,1,51,2,2,1,316.0,INR,False,Easy Ship
405-3848499-2762701,1,848,786,1,44,2,2,1,751.0,INR,False,Easy Ship
171-2995842-6829951,1,269,787,1,46,2,2,1,824.0,INR,False,Easy Ship
408-6706673-8229140,1,246,789,1,21,2,2,1,0.0,INR,False,Easy Ship
407-2189275-1036325,1,174,790,1,44,2,2,1,599.0,INR,False,Easy Ship
407-2189275-1036325,1,174,791,1,44,2,2,1,523.0,INR,False,Easy Ship
407-2189275-1036325,1,174,367,1,44,2,2,1,625.0,INR,False,Easy Ship
408-1088525-0437127,1,246,793,1,21,2,2,1,0.0,INR,False,Easy Ship
405-0583775-1791522,1,851,795,1,70,2,2,1,487.0,INR,False,Easy Ship
405-4593905-2637118,1,856,801,1,78,2,2,1,715.0,INR,False,Easy Ship
407-8320605-9204320,1,58,802,1,65,2,2,1,725.0,INR,False,Easy Ship
171-9701484-5977115,1,551,803,1,58,2,2,1,792.0,INR,False,Easy Ship
406-5613958-6840356,1,357,805,1,51,2,2,1,1213.0,INR,False,Easy Ship
171-2071772-8065102,1,862,92,1,1,1,1,0,690.48,INR,False,Easy Ship
402-6318341-1729152,1,870,813,1,76,2,2,1,545.0,INR,False,Easy Ship
402-3150075-8477926,1,873,817,1,73,2,2,1,560.0,INR,False,Easy Ship
402-8752065-8055526,1,189,818,1,49,2,2,1,329.0,INR,False,Easy Ship
171-4171023-0313136,1,877,819,1,1,1,1,0,722.86,INR,False,Easy Ship
405-2241700-0331512,1,880,821,1,42,2,2,1,318.0,INR,False,Easy Ship
408-6125977-4183535,1,219,824,1,79,4,2,1,423.0,INR,False,Easy Ship
406-0045493-6274778,1,884,825,1,51,2,2,1,825.0,INR,False,Easy Ship
402-9576812-8867528,1,787,826,1,40,2,2,1,1556.0,INR,False,Easy Ship
405-4849949-2177966,1,197,622,1,46,2,2,1,249.0,INR,False,Easy Ship
405-7219738-1990732,1,901,836,1,1,1,1,0,463.81,INR,False,Easy Ship
407-3282858-0913944,1,902,837,1,44,2,2,1,613.0,INR,False,Easy Ship
404-0449932-9629954,1,904,838,1,44,2,2,1,599.0,INR,False,Easy Ship
402-1401315-3619554,1,905,839,1,77,2,2,1,487.0,INR,False,Easy Ship
402-1401315-3619554,1,905,840,1,77,2,2,1,449.0,INR,False,Easy Ship
406-8995271-5258726,1,906,843,1,47,2,2,1,725.0,INR,False,Easy Ship
407-6618627-2735569,1,908,844,1,51,2,2,1,582.0,INR,False,Easy Ship
407-6618627-2735569,1,908,715,1,51,2,2,1,582.0,INR,False,Easy Ship
405-5500801-0525925,1,914,848,1,44,2,2,1,519.0,INR,False,Easy Ship
171-5430213-1149123,1,920,851,1,50,2,2,1,446.0,INR,False,Easy Ship
404-1191982-9809906,1,859,217,1,1,1,1,0,536.19,INR,False,Easy Ship
407-0989654-7566753,1,924,854,1,1,1,1,0,393.33,INR,False,Easy Ship
408-1625494-4314764,1,927,734,1,44,2,2,1,1115.0,INR,False,Easy Ship
406-2621182-9937108,1,625,400,1,52,2,2,1,626.0,INR,False,Easy Ship
407-6756181-8208303,1,276,861,1,49,2,2,1,399.0,INR,False,Easy Ship
407-9815175-7715562,1,940,866,1,1,1,1,0,872.38,INR,False,Easy Ship
406-3606209-0480305,1,946,92,1,40,2,2,1,725.0,INR,False,Easy Ship
171-9737328-9068339,1,947,868,1,47,2,2,1,881.0,INR,False,Easy Ship
406-5635751-7814744,1,953,875,1,51,2,2,1,635.0,INR,False,Easy Ship
405-8000234-4237120,1,573,876,1,53,2,2,1,477.0,INR,False,Easy Ship
408-1323988-1333949,1,954,64,1,21,4,2,1,0.0,INR,False,Easy Ship
404-2194126-7585156,1,955,122,1,44,2,2,1,1115.0,INR,False,Easy Ship
408-6590726-6670722,1,958,235,1,44,2,2,1,597.0,INR,False,Easy Ship
171-2455701-0960350,1,964,172,1,58,2,2,1,597.0,INR,False,Easy Ship
405-0190551-1582739,1,130,885,1,1,1,1,0,350.48,INR,False,Easy Ship
404-6182045-6773137,1,174,888,1,80,2,2,1,869.0,INR,False,Easy Ship
406-9684593-1409145,1,973,892,1,44,2,2,1,548.0,INR,False,Easy Ship
403-5898805-1425935,1,974,893,1,65,2,2,1,295.0,INR,False,Easy Ship
407-5818545-8129135,1,975,894,1,81,2,2,1,1432.0,INR,False,Easy Ship
171-6251170-5071549,1,976,895,1,1,1,1,0,540.95,INR,False,Easy Ship
405-0890112-1339513,1,977,896,1,78,2,2,1,488.0,INR,False,Easy Ship
406-7355996-4809118,1,979,898,1,51,2,2,1,888.0,INR,False,Easy Ship
408-7235380-6991554,1,420,899,1,1,1,1,0,277.14,INR,False,Easy Ship
408-7235380-6991554,1,420,900,1,1,1,1,0,300.95,INR,False,Easy Ship
408-7235380-6991554,1,420,901,1,1,1,1,0,313.33,INR,False,Easy Ship
171-7796625-7797904,2,981,132,1,1,1,1,0,750.48,INR,False,Easy Ship
406-6182057-8958767,2,983,205,1,82,2,2,1,725.0,INR,False,Easy Ship
408-5558170-0080344,2,985,492,1,65,2,2,1,363.0,INR,False,Easy Ship
406-9770854-6341932,2,988,905,1,44,2,2,1,1186.0,INR,False,Easy Ship
403-6389579-5134733,2,808,908,1,57,2,2,1,1126.0,INR,False,Easy Ship
407-6495811-4753108,2,993,854,1,47,2,2,1,413.0,INR,False,Easy Ship
405-3993118-8151554,2,306,913,1,50,2,2,1,725.0,INR,False,Easy Ship
171-4028625-9042722,2,997,914,1,69,2,2,1,566.0,INR,False,Easy Ship
405-6955975-9279523,2,1000,633,1,49,2,2,1,413.0,INR,False,Easy Ship
406-5758486-5375549,2,189,919,1,1,1,1,0,570.48,INR,False,Easy Ship
406-5651256-4804346,2,1010,925,1,74,2,2,1,259.0,INR,False,Easy Ship
405-6220605-3735564,2,1022,931,1,44,2,2,1,329.0,INR,False,Easy Ship
403-2464746-2140361,2,1025,933,1,52,2,2,1,1149.0,INR,False,Easy Ship
404-8275879-8967507,2,46,934,1,47,2,2,1,413.0,INR,False,Easy Ship
408-2507164-5337918,2,1026,936,1,84,4,2,1,499.0,INR,False,Easy Ship
405-6458874-9383538,2,507,939,1,44,2,2,1,899.0,INR,False,Easy Ship
405-6458874-9383538,2,507,171,1,44,2,2,1,859.0,INR,False,Easy Ship
408-4091370-4293113,2,695,941,1,48,2,2,1,771.0,INR,False,Easy Ship
406-3397253-1156318,2,1029,122,1,1,1,1,0,995.54,INR,False,Easy Ship
408-8283561-9582706,2,378,943,1,1,1,1,0,1143.75,INR,False,Easy Ship
408-5740418-3927504,2,1033,646,1,57,2,2,1,545.0,INR,False,Easy Ship
