customer_id,ship-city,ship-state,ship-postal-code,ship-country
185,PATNA,BIHAR,800023.0,IN
186,SIBSAGAR,ASSAM,785674.0,IN
187,GAYA,BIHAR,823001.0,IN
188,BENGALURU,KARNATAKA,560083.0,IN
189,GURUGRAM,HARYANA,122001.0,IN
190,KOLLAM,KERALA,691522.0,IN
191,PERALASSERI,KERALA,670622.0,IN
192,BENGALURU,KARNATAKA,560102.0,IN
193,BENGALURU,KARNATAKA,560100.0,IN
194,UDUPI,KARNATAKA,576104.0,IN
195,MARIANI,ASSAM,785634.0,IN
196,NEW DELHI,DELHI,110075.0,IN
197,MANGALURU,KARNATAKA,575006.0,IN
198,AHMEDABAD,Gujarat,380022.0,IN
199,KOLKATA,WEST BENGAL,700051.0,IN
200,COOCH BEHAR,WEST BENGAL,736101.0,IN
201,BENGALURU,KARNATAKA,560029.0,IN
202,PUNE,MAHARASHTRA,411037.0,IN
203,DEHRADUN,UTTARAKHAND,248009.0,IN
204,JHARIA KHAS,JHARKHAND,828111.0,IN
205,KOLKATA,WEST BENGAL,700070.0,IN
206,Secunderabad,TELANGANA,500010.0,IN
207,UDAIPUR,RAJASTHAN,313001.0,IN
208,COIMBATORE,TAMIL NADU,641030.0,IN
209,BHUBANESWAR,ODISHA,751006.0,IN
210,BHAGALPUR,BIHAR,812003.0,IN
211,NAGPUR,MAHARASHTRA,440036.0,IN
212,CHENNAI,TAMIL NADU,600096.0,IN
213,BERHAMPORE,WEST BENGAL,742103.0,IN
214,Dehradun,UTTARAKHAND,248001.0,IN
215,SEONI,MADHYA PRADESH,480661.0,IN
216,Agra,UTTAR PRADESH,282002.0,IN
217,LUCKNOW,UTTAR PRADESH,226029.0,IN
218,BENGALURU,KARNATAKA,560067.0,IN
219,PATNA,BIHAR,800001.0,IN
220,GHAZIABAD,UTTAR PRADESH,201012.0,IN
221,Nermand,HIMACHAL PRADESH,172023.0,IN
222,CHENNAI,TAMIL NADU,600010.0,IN
223,KAMAREDDY,TELANGANA,503111.0,IN
224,SRINAGAR,JAMMU & KASHMIR,190015.0,IN
225,BENGALURU,KARNATAKA,560042.0,IN
226,MUDDEBIHAL,KARNATAKA,586212.0,IN
227,SANTHAMAGULURU MANDAL,ANDHRA PRADESH,523302.0,IN
228,HYDERABAD,TELANGANA,500058.0,IN
229,NEW DELHI,DELHI,110045.0,IN
230,Hyderabad,TELANGANA,500032.0,IN
231,BENGALURU,KARNATAKA,562125.0,IN
232,KOLKATA 700034,WEST BENGAL,700034.0,IN
233,kolkata,WEST BENGAL,700045.0,IN
234,HYDERABAD,TELANGANA,500001.0,IN
235,BARUIPUR,WEST BENGAL,700145.0,IN
236,KENDRAPARA,ODISHA,754211.0,IN
237,VIJAYAWADA,ANDHRA PRADESH,521225.0,IN
238,MUMBAI,MAHARASHTRA,400072.0,IN
239,NASHIK,MAHARASHTRA,422003.0,IN
240,THANE,MAHARASHTRA,401107.0,IN
241,HOSHIARPUR,PUNJAB,146001.0,IN
242,BENGALURU,KARNATAKA,560010.0,IN
243,Bengaluru,KARNATAKA,560017.0,IN
244,BARSHI,MAHARASHTRA,413401.0,IN
245,HYDERABAD,TELANGANA,500089.0,IN
246,BENGALURU,KARNATAKA,560068.0,IN
247,CHENNAI,TAMIL NADU,600036.0,IN
248,CHANDI MANDIR,HARYANA,134107.0,IN
249,ujjain,MADHYA PRADESH,456010.0,IN
250,Haldwani,UTTARAKHAND,263139.0,IN
251,CHENNAI,TAMIL NADU,600125.0,IN
252,MUMBAI,MAHARASHTRA,400049.0,IN
253,Uttarkashi,UTTARAKHAND,249193.0,IN
254,Old Goa,Goa,403107.0,IN
255,MAHESHWAR,MADHYA PRADESH,451224.0,IN
256,HARDOI,UTTAR PRADESH,241001.0,IN
257,HYDERABAD,TELANGANA,500073.0,IN
258,SHILLONG,MEGHALAYA,793008.0,IN
259,DHAMNOD DHAR DISTRICT,MADHYA PRADESH,454552.0,IN
260,BENGALURU,KARNATAKA,560070.0,IN
261,CHAKDAHA,WEST BENGAL,741222.0,IN
262,CHENNAI,TAMIL NADU,600082.0,IN
263,KOLKATA,WEST BENGAL,700044.0,IN
264,CHIKKAMAGALURU,KARNATAKA,577101.0,IN
265,BHUBANESWAR,ODISHA,751003.0,IN
266,GURUGRAM,HARYANA,122018.0,IN
267,KOLKATA,WEST BENGAL,700050.0,IN
268,ALLAHABAD,UTTAR PRADESH,211004.0,IN
269,LUCKNOW,UTTAR PRADESH,226022.0,IN
270,KOLKATA,WEST BENGAL,700089.0,IN
271,MALDA,WEST BENGAL,732101.0,IN
272,DIMAPUR,NAGALAND,797112.0,IN
273,Nellore,ANDHRA PRADESH,524314.0,IN
274,CUNCOLIM,GOA,403703.0,IN
275,Hyderabad,TELANGANA,500068.0,IN
276,PUNE,MAHARASHTRA,411028.0,IN
277,trivandrum,KERALA,695003.0,IN
278,KANPUR,UTTAR PRADESH,208027.0,IN
279,CHINNALAPATTI,TAMIL NADU,624301.0,IN
280,BENGALURU,KARNATAKA,560072.0,IN
281,BAGESHWAR,UTTARAKHAND,263642.0,IN
282,NEW DELHI,DELHI,110059.0,IN
283,BARRACKPORE,WEST BENGAL,700122.0,IN
284,Dombivali  east,MAHARASHTRA,421201.0,IN
285,NEW DELHI,DELHI,110017.0,IN
286,PATNA,BIHAR,801105.0,IN
287,Hyderabad,TELANGANA,500070.0,IN
288,New delhi,DELHI,110085.0,IN
289,NEW TOWN,WEST BENGAL,700135.0,IN
290,HYDERABAD,TELANGANA,502319.0,IN
291,NEW DELHI,DELHI,110096.0,IN
292,SIBSAGAR,ASSAM,785667.0,IN
293,JAMMU,JAMMU & KASHMIR,180015.0,IN
294,Pune,MAHARASHTRA,411019.0,IN
295,Pathanapuram,KERALA,689695.0,IN
296,JAUNPUR,UTTAR PRADESH,222001.0,IN
297,SOLAPUR,MAHARASHTRA,413001.0,IN
298,PUNE,MAHARASHTRA,411047.0,IN
299,MAHBUBNAGAR,TELANGANA,509001.0,IN
300,Nk sweets Vikasnagar,UTTARAKHAND,248198.0,IN
301,DARJEELING,WEST BENGAL,734101.0,IN
302,RANCHI,JHARKHAND,834001.0,IN
303,BENGALURU,KARNATAKA,560019.0,IN
304,LUDHIANA,PUNJAB,141001.0,IN
305,HYDERABAD,TELANGANA,500043.0,IN
306,MUZAFFARPUR,BIHAR,842002.0,IN
307,SECUNDERABAD,TELANGANA,500011.0,IN
308,Sonbhadra,UTTAR PRADESH,231216.0,IN
309,KAKINADA,ANDHRA PRADESH,533003.0,IN
310,HALDIA,WEST BENGAL,721635.0,IN
311,HYDERABAD,TELANGANA,500056.0,IN
312,Tivim,GOA,403502.0,IN
313,CHENNAI,TAMIL NADU,600024.0,IN
314,Agra,UTTAR PRADESH,282001.0,IN
315,MANDVI KACHCHH DISTRICT,Gujarat,370465.0,IN
316,SAMBALPUR,ODISHA,768004.0,IN
317,KANNIYAKUMARI,TAMIL NADU,629701.0,IN
318,"Chinchwad ,Pune",MAHARASHTRA,411019.0,IN
319,HYDERABAD,TELANGANA,500094.0,IN
320,CHENNAI,TAMIL NADU,600091.0,IN
321,Hyderabad,TELANGANA,500008.0,IN
322,PURNIA,BIHAR,854301.0,IN
323,kolkata,WEST BENGAL,700059.0,IN
324,SHILLONG,MEGHALAYA,793022.0,IN
325,PUNE,MAHARASHTRA,411057.0,IN
326,TADEPALLIGUDEM,ANDHRA PRADESH,534101.0,IN
327,Ghaziabad,UTTAR PRADESH,201001.0,IN
328,GWALIOR,MADHYA PRADESH,474001.0,IN
329,AKOLA,MAHARASHTRA,444101.0,IN
330,JORHAT,ASSAM,785001.0,IN
331,CHENNAI,TAMIL NADU,600100.0,IN
332,RAMANAGARA,KARNATAKA,562159.0,IN
333,Vijayapur,KARNATAKA,586109.0,IN
334,BOKARO STEEL CITY,JHARKHAND,827001.0,IN
335,BENGALURU,KARNATAKA,560008.0,IN
336,LUCKNOW,UTTAR PRADESH,226002.0,IN
337,KHAMMAM,TELANGANA,507003.0,IN
338,NEW DELHI,DELHI,110084.0,IN
339,AURANGABAD,MAHARASHTRA,431002.0,IN
340,Pune,MAHARASHTRA,411014.0,IN
341,GADARWARA,MADHYA PRADESH,487551.0,IN
342,HYDERABAD,TELANGANA,500050.0,IN
343,PUDUCHERRY,PUDUCHERRY,605001.0,IN
344,SHIRDI,MAHARASHTRA,423109.0,IN
345,VELLORE,TAMIL NADU,632004.0,IN
346,noida,UTTAR PRADESH,201301.0,IN
347,Mangaluru,KARNATAKA,575007.0,IN
348,SINGRAULI,MADHYA PRADESH,486889.0,IN
349,NEW DELHI,DELHI,110063.0,IN
350,BENGALURU,KARNATAKA,560077.0,IN
351,MUMBAI,MAHARASHTRA,400097.0,IN
352,THRIPPUNITHURA,KERALA,682301.0,IN
353,KENDUJHAR,ODISHA,758001.0,IN
354,MUMBAI,MAHARASHTRA,400066.0,IN
355,KALYAN,MAHARASHTRA,421201.0,IN
356,CHENNAI,TAMIL NADU,600015.0,IN
357,CHENNAI,TAMIL NADU,600115.0,IN
358,GURUGRAM,HARYANA,122022.0,IN
359,LUDHIANA,PUNJAB,141012.0,IN
360,Nerul,GOA,403114.0,IN
361,IMPHAL,MANIPUR,795004.0,IN
362,PALASBARI,ASSAM,781120.0,IN
363,Chikkaballapur,KARNATAKA,562101.0,IN
364,Andul near maya stores,WEST BENGAL,711302.0,IN
365,BENGALURU,KARNATAKA,560078.0,IN
366,MUMBAI,MAHARASHTRA,400067.0,IN
367,Mumbai,MAHARASHTRA,400078.0,IN
368,HYDERABAD,TELANGANA,500067.0,IN
369,BENGALURU,KARNATAKA,560011.0,IN
370,BENGALURU,KARNATAKA,560035.0,IN
371,SURAT,Gujarat,395007.0,IN
372,CHITTOOR,ANDHRA PRADESH,517001.0,IN
373,KADUR,KARNATAKA,577548.0,IN
374,SURATGARH,RAJASTHAN,335804.0,IN
375,MIRA ROAD,MAHARASHTRA,401107.0,IN
376,MUMBAI,MAHARASHTRA,400095.0,IN
377,DINANAGAR,PUNJAB,143531.0,IN
378,KOLKATA,WEST BENGAL,700028.0,IN
379,KALYAN,MAHARASHTRA,421004.0,IN
380,ARAKANDANALLUR,TAMIL NADU,605752.0,IN
381,BHOPAL,MADHYA PRADESH,462038.0,IN
382,GURGAON,HARYANA,122001.0,IN
383,HYDERABAD,TELANGANA,500036.0,IN
384,Bhatgaon,CHHATTISGARH,497235.0,IN
385,BHANJANAGAR,ODISHA,761126.0,IN
386,VISAKHAPATNAM,ANDHRA PRADESH,531173.0,IN
387,MADHURAWADA,ANDHRA PRADESH,530048.0,IN
388,ALMORA,UTTARAKHAND,263601.0,IN
389,PRODDATUR,ANDHRA PRADESH,516360.0,IN
390,SHRIGONDA,MAHARASHTRA,413701.0,IN
391,WARANGAL,TELANGANA,506330.0,IN
392,CHENNAI,TAMIL NADU,600089.0,IN
393,FAIZABAD,UTTAR PRADESH,224001.0,IN
394,BHIWADI,RAJASTHAN,301019.0,IN
395,BANGALORE,KARNATAKA,560078.0,IN
396,NEW DELHI,DELHI,110085.0,IN
397,ALLAHABAD,UTTAR PRADESH,211002.0,IN
398,WARANGAL,TELANGANA,506009.0,IN
399,Vadodara,Gujarat,390011.0,IN
400,NEW DELHI,DELHI,110030.0,IN
401,NASHIK,MAHARASHTRA,422101.0,IN
402,Malda,WEST BENGAL,732103.0,IN
403,KALYAN,MAHARASHTRA,421301.0,IN
404,VISAKHAPATNAM,ANDHRA PRADESH,530047.0,IN
405,KOLLAM,KERALA,690521.0,IN
406,BENGALURU,KARNATAKA,560021.0,IN
407,MUMBAI,MAHARASHTRA,400042.0,IN
408,GUNTUR,ANDHRA PRADESH,522614.0,IN
409,AHMEDABAD,Gujarat,380058.0,IN
410,MANGALURU,KARNATAKA,575002.0,IN
411,BENGALURU,KARNATAKA,560043.0,IN
412,Pune,MAHARASHTRA,411033.0,IN
413,ROORKEE,UTTARAKHAND,247667.0,IN
414,NAGPUR,MAHARASHTRA,440006.0,IN
415,Golabandha,ODISHA,761002.0,IN
416,BHATPARA,WEST BENGAL,743127.0,IN
417,Palampur,HIMACHAL PRADESH,176092.0,IN
418,PUNE,MAHARASHTRA,411001.0,IN
419,KANPUR,UTTAR PRADESH,208017.0,IN
420,MUMBAI,MAHARASHTRA,400074.0,IN
421,CHENNAI,TAMIL NADU,600128.0,IN
422,NEW DELHI,DELHI,110058.0,IN
423,PICHHORE SHIVPURI DISTRICT,MADHYA PRADESH,473995.0,IN
424,LUCKNOW,UTTAR PRADESH,226025.0,IN
425,SIKANDARABAD INDUSTRIAL AREA,UTTAR PRADESH,203205.0,IN
426,MUMBAI,MAHARASHTRA,400098.0,IN
427,THIRUVANANTHAPURAM,KERALA,695005.0,IN
428,MAVELIKKARA,KERALA,690107.0,IN
429,KOLKATA,WEST BENGAL,700022.0,IN
430,THANE,MAHARASHTRA,400615.0,IN
431,MYSURU,KARNATAKA,570001.0,IN
432,QADIAN,PUNJAB,143516.0,IN
433,BHUBANESWAR,ODISHA,751021.0,IN
434,KALABURGI,KARNATAKA,585101.0,IN
435,NAGPUR,MAHARASHTRA,440003.0,IN
436,Rangareddy,TELANGANA,509327.0,IN
437,HYDERABAD,TELANGANA,500013.0,IN
438,Ahmedabad,Gujarat,380054.0,IN
439,CHENNAI,TAMIL NADU,600063.0,IN
440,DHARMANAGAR,TRIPURA,799250.0,IN
441,JAIPUR,RAJASTHAN,302012.0,IN
442,Jhajjar,HARYANA,124103.0,IN
443,HYDERABAD,TELANGANA,500005.0,IN
444,BENGALURU,KARNATAKA,560105.0,IN
445,JAMSHEDPUR,JHARKHAND,831005.0,IN
446,VADODARA,Gujarat,390016.0,IN
447,MEERUT,UTTAR PRADESH,250001.0,IN
448,GORAKHPUR,UTTAR PRADESH,273004.0,IN
449,MUDBIDRI,KARNATAKA,574227.0,IN
450,VASCO DA GAMA,GOA,403802.0,IN
451,NADIAD,Gujarat,387001.0,IN
452,Janipur,JAMMU & KASHMIR,180007.0,IN
453,Nagpur,MAHARASHTRA,440015.0,IN
454,GHAZIABAD,UTTAR PRADESH,201009.0,IN
455,HYDERABAD,TELANGANA,500006.0,IN
456,VISAKHAPATNAM,ANDHRA PRADESH,530027.0,IN
457,KANPURKanpur,UTTAR PRADESH,208013.0,IN
458,HYDERABAD,TELANGANA,500098.0,IN
459,Hamirpur,UTTAR PRADESH,210504.0,IN
460,CHENNAI,TAMIL NADU,600086.0,IN
461,AMRITSAR,PUNJAB,143001.0,IN
462,NEW DELHI,DELHI,110039.0,IN
463,COIMBATORE,TAMIL NADU,641037.0,IN
464,PALI,RAJASTHAN,306401.0,IN
465,BASSEIN,MAHARASHTRA,401201.0,IN
466,THIRUVALLA,KERALA,689101.0,IN
467,IMPHAL,MANIPUR,795113.0,IN
468,AMBASAMUDRAM,TAMIL NADU,627401.0,IN
469,Pathanamthitta,KERALA,689698.0,IN
470,Chennai,TAMIL NADU,600002.0,IN
471,Vizianagaram,ANDHRA PRADESH,535002.0,IN
472,CHITTOOR district,ANDHRA PRADESH,517113.0,IN
473,RAE BARELI,UTTAR PRADESH,229001.0,IN
474,Benipur,BIHAR,847201.0,IN
475,KHATIMA,UTTARAKHAND,262308.0,IN
476,ERODE,TAMIL NADU,638005.0,IN
477,BOKARO STEEL CITY,JHARKHAND,827012.0,IN
478,Ulhasnagar,MAHARASHTRA,421001.0,IN
479,INDORE,MADHYA PRADESH,452010.0,IN
480,HALWARA,PUNJAB,141106.0,IN
481,THANE,MAHARASHTRA,401101.0,IN
482,BENGALURU,KARNATAKA,560056.0,IN
483,"Neelakudi, Thiruvarur",TAMIL NADU,610005.0,IN
484,JAIPUR,RAJASTHAN,302021.0,IN
485,CUTTACK,ODISHA,753009.0,IN
486,KOLKATA,WEST BENGAL,700032.0,IN
487,VIJAYAWADA,ANDHRA PRADESH,520015.0,IN
488,VASAI VIRAR,MAHARASHTRA,401209.0,IN
489,SHIMLA,HIMACHAL PRADESH,171009.0,IN
490,COIMBATORE,TAMIL NADU,641062.0,IN
491,DARBHANGA,BIHAR,846003.0,IN
492,BURDWAN,WEST BENGAL,713101.0,IN
493,HYDERABAD,TELANGANA,500055.0,IN
494,KOLKATA,WEST BENGAL,700017.0,IN
495,Secunderabad,TELANGANA,500094.0,IN
496,MIHAN,MAHARASHTRA,441110.0,IN
497,KHURJA,UTTAR PRADESH,203131.0,IN
498,NEW DELHI,DELHI,110029.0,IN
499,Choglamsar,LADAKH,194104.0,IN
500,BENGALURU,KARNATAKA,560033.0,IN
501,YAVATMAL,MAHARASHTRA,445001.0,IN
502,Allahabad,UTTAR PRADESH,212404.0,IN
503,REDHAKHOL,ODISHA,768106.0,IN
504,FARIDABAD,HARYANA,121002.0,IN
505,CHENNAI,TAMIL NADU,600071.0,IN
506,SHILLONG,MEGHALAYA,793018.0,IN
507,HYDERABAD,TELANGANA,500084.0,IN
508,FARIDPUR BAREILLY DISTRICT,UTTAR PRADESH,243503.0,IN
509,Rourkela,ODISHA,769015.0,IN
510,VIZIANAGARAM,ANDHRA PRADESH,535004.0,IN
511,JAIPUR,RAJASTHAN,302019.0,IN
512,DHARWAD,KARNATAKA,580003.0,IN
513,DAULATPUR,HIMACHAL PRADESH,177204.0,IN
514,JALNA,MAHARASHTRA,431203.0,IN
515,KARIMNAGAR,TELANGANA,505001.0,IN
516,NEW DELHI,DELHI,110033.0,IN
517,"ARVI,Dist- wardha",MAHARASHTRA,442201.0,IN
518,Kurseong,WEST BENGAL,734203.0,IN
519,HYDERABAD,TELANGANA,500015.0,IN
520,NANDURA,MAHARASHTRA,443404.0,IN
521,DIU,DADRA AND NAGAR,362570.0,IN
522,MUMBAI 400101,MAHARASHTRA,400101.0,IN
523,GHAZIABAD,UTTAR PRADESH,201010.0,IN
524,Chennai,TAMIL NADU,600012.0,IN
525,PONNERI,TAMIL NADU,601204.0,IN
526,HYDERABAD,TELANGANA,500049.0,IN
527,SERAMPORE,WEST BENGAL,712249.0,IN
528,Kinnigoli,KARNATAKA,574141.0,IN
529,MIRZAPUR CUM VINDHYACHAL,UTTAR PRADESH,231001.0,IN
530,BENGALURU,KARNATAKA,560016.0,IN
